head,class_idx,class_name,t,cosine,l2
fm_rollout,2,737-700,0.75,0.9431757926940918,0.21741943061351776
fm_rollout,2,737-700,0.8333333333333334,0.9569630026817322,0.2235736846923828
fm_rollout,2,737-700,0.9166666666666666,0.9652458429336548,0.232928067445755
fm_rollout,2,737-700,1.0,0.970504641532898,0.24389813840389252
fm_rollout,3,767-300,0.0,-0.62408447265625,6.866721153259277
fm_rollout,3,767-300,0.08333333333333333,-0.10986050963401794,3.442828893661499
fm_rollout,3,767-300,0.16666666666666666,0.17937137186527252,1.8519963026046753
fm_rollout,3,767-300,0.25,0.377136766910553,1.0493615865707397
fm_rollout,3,767-300,0.3333333333333333,0.5433205366134644,0.625552237033844
fm_rollout,3,767-300,0.4166666666666667,0.6874561905860901,0.39961791038513184
fm_rollout,3,767-300,0.5,0.8076363801956177,0.2822481691837311
fm_rollout,3,767-300,0.5833333333333334,0.8892655372619629,0.22466136515140533
fm_rollout,3,767-300,0.6666666666666666,0.9344488978385925,0.19821274280548096
fm_rollout,3,767-300,0.75,0.9582242965698242,0.18691276013851166
fm_rollout,3,767-300,0.8333333333333334,0.9710894227027893,0.18300558626651764
fm_rollout,3,767-300,0.9166666666666666,0.9783869385719299,0.18312986195087433
fm_rollout,3,767-300,1.0,0.9827471375465393,0.18583045899868011
fm_rollout,4,A320,0.0,-0.6144051551818848,5.4054646492004395
fm_rollout,4,A320,0.08333333333333333,-0.07747447490692139,2.7365968227386475
fm_rollout,4,A320,0.16666666666666666,0.22722992300987244,1.520031452178955
fm_rollout,4,A320,0.25,0.4233022928237915,0.9192873239517212
fm_rollout,4,A320,0.3333333333333333,0.5597240328788757,0.6138394474983215
fm_rollout,4,A320,0.4166666666666667,0.6539807915687561,0.4577694535255432
fm_rollout,4,A320,0.5,0.7333307266235352,0.3761046826839447
fm_rollout,4,A320,0.5833333333333334,0.808513343334198,0.33057981729507446
fm_rollout,4,A320,0.6666666666666666,0.8696331977844238,0.3032437562942505
fm_rollout,4,A320,0.75,0.9111676812171936,0.28623777627944946
fm_rollout,4,A320,0.8333333333333334,0.9370272755622864,0.27609679102897644
fm_rollout,4,A320,0.9166666666666666,0.952901303768158,0.27108001708984375
fm_rollout,4,A320,1.0,0.9628668427467346,0.2700679898262024
fm_rollout,5,A340-200,0.0,-0.5662499070167542,4.200134754180908
fm_rollout,5,A340-200,0.08333333333333333,0.006571974605321884,2.1541125774383545
fm_rollout,5,A340-200,0.16666666666666666,0.3328145742416382,1.2111310958862305
fm_rollout,5,A340-200,0.25,0.5386786460876465,0.727320671081543
fm_rollout,5,A340-200,0.3333333333333333,0.6798168420791626,0.4680483639240265
fm_rollout,5,A340-200,0.4166666666666667,0.775285542011261,0.33137640357017517
fm_rollout,5,A340-200,0.5,0.8418332934379578,0.2643238604068756
fm_rollout,5,A340-200,0.5833333333333334,0.8896107077598572,0.2349325567483902
fm_rollout,5,A340-200,0.6666666666666666,0.9228167533874512,0.22396597266197205
fm_rollout,5,A340-200,0.75,0.9444849491119385,0.2214563935995102
fm_rollout,5,A340-200,0.8333333333333334,0.9581950902938843,0.22298488020896912
fm_rollout,5,A340-200,0.9166666666666666,0.9669647812843323,0.2267371267080307
fm_rollout,5,A340-200,1.0,0.9727699160575867,0.2319127321243286
fm_rollout,6,Cessna 172,0.0,-0.13371695578098297,2.394530773162842
fm_rollout,6,Cessna 172,0.08333333333333333,0.41443219780921936,1.308454990386963
fm_rollout,6,Cessna 172,0.16666666666666666,0.6312925219535828,0.8402487635612488
fm_rollout,6,Cessna 172,0.25,0.7335935831069946,0.5965796113014221
fm_rollout,6,Cessna 172,0.3333333333333333,0.7866650819778442,0.4597179591655731
fm_rollout,6,Cessna 172,0.4166666666666667,0.8172489404678345,0.3819219172000885
fm_rollout,6,Cessna 172,0.5,0.8412941098213196,0.33863309025764465
fm_rollout,6,Cessna 172,0.5833333333333334,0.8663721084594727,0.3156648874282837
fm_rollout,6,Cessna 172,0.6666666666666666,0.8916674852371216,0.3046184778213501
fm_rollout,6,Cessna 172,0.75,0.9134742617607117,0.3006099462509155
fm_rollout,6,Cessna 172,0.8333333333333334,0.9302504062652588,0.3008204400539398
fm_rollout,6,Cessna 172,0.9166666666666666,0.9425837993621826,0.303566575050354
fm_rollout,6,Cessna 172,1.0,0.9516579508781433,0.30777230858802795
fm_rollout,7,DHC-1,0.0,0.49063819646835327,1.1025372743606567
fm_rollout,7,DHC-1,0.08333333333333333,0.6074945330619812,0.8402973413467407
fm_rollout,7,DHC-1,0.16666666666666666,0.6568938493728638,0.6947387456893921
fm_rollout,7,DHC-1,0.25,0.6917219758033752,0.5820698142051697
fm_rollout,7,DHC-1,0.3333333333333333,0.721944272518158,0.4935949444770813
fm_rollout,7,DHC-1,0.4166666666666667,0.7568116188049316,0.4241803288459778
fm_rollout,7,DHC-1,0.5,0.8022770285606384,0.36978939175605774
fm_rollout,7,DHC-1,0.5833333333333334,0.8536539673805237,0.3273995518684387
